,Text, predicted sentiment
4848,"India has exponentially scaled up its testing capacity from one in January to more than 7.7 cr in October. With progressively falling Positivity Rate, testing has worked as a highly effective tool to limit the spread of #COVID19 infection.   - Ministry of Health ",0
4849,"@atrupar My mom died from covid19. She was old and had preexisting conditions but no fever, and didn't need intubation. She tested positive and 6days later, gone, not alot of suffering thank God.  trump could take a bad turn and quickly #COVID19",0
4850,@trudygonzales @realDonaldTrump Facemask only protects the wearers from #covid19 if they have a habit of licking doorknobs without it lol #science,1
4851,"Dr. #SeanConley is a #Trump TOOL, basically a #MORON.   #COVID19 ",0
4852,Its not surprising to me that President #Trump has Covid because The White House has had a blatant disregard for wearing masks. They have been playing with fire all along. The question is: how much fire are we in as a country right now? -@DrAnujShah #COVID19 @tothepointtv ,1
4853,"What is the ""best"" time limit for having customers in the library? Our system is considering having ppl in the library for computer use for an hour, up from 30 min. How long do you allow ppl in your library? #librarylife #librarytwitter #publiclibraries #COVID19",1
4854,"86,000 lives could be saved by December if 95% of the US population would wear a mask in public!  #WearAMask #COVID19 #COVIDIOTS #TrumpHasCovid #TrumpVirus #TrumpIsATraitor #LiarInChief #VoteHimOut #JoeBiden2020",0
4855,"Global situation, 4 October 2020, 08:30 A.M. Total confirmed: 35,127,596 Recovered: 26,121,777 Active cases: 7,967,878 Deaths: 1,037,941  Wear mask, hand washing, keep physical distancing  #-19 #19 #COVID19 @riskcom @DDC1422  ",0
4856,"#SurbhiChandna's #COVID19 test results have come out negative. The #Naagin5 actress, who had gotten tested following co-star #SharadMalhotra testing positive, shared the news on social media. @SurbhiChandna ",0
4857,@DrEricDing Stop trying to blame people for getting #Covid19 - only one Country to blame  #China,1
4858,@rgoodlaw Will the Trump supporters who he knowingly exposed to #COVID19 vote for Biden?,1
4859,"I've lost count of the number of ""No shit?"" moments I've had, this week, listening to GOP reactions to what's happened re: #Trump and #Covid19. ",0
4860,"#Trump attended to by team of doctors &amp; given meds no one else has access to. Today, 55,000 people in US today, diagnosed with COVID-19. Due to his incompetence and making mask wearing political. #COVID19 #VoteHimOut ",0
4861,Maybe covid can drain the swamp. #COVID19,1
4862,"@USATODAY @DemFromCT You mean, doc, #Covid19 didn't melt away in the heat? (we are in such deep shit as to be scare anyone with two brain cells to rub together). #TrumpGotCovid #TrumpIsALoser #TrumpKnew    #BidenHarris2020",0
4863,@pastormarkburns @realDonaldTrump Is it possible that President @realDonaldTrump knew he was positive for #COVID19 &amp; still went to a debate and a fundraiser not caring how many he exposed to the disease?,0
4864,@KellyannePolls You should get better soon! and also have your doctor fix your moral compass while they're at it. #aintthatabitch #COVID19 #GWS,0
4865,How about a mask mandate? Anyone? #COVID19,1
4866,@JasonMillerinDC Guess who doesnt have #COVID19 ?,0
4867,"#Karnataka: 9,886 new #Covid19 positive cases were reported yesterday taking the tally to 6,30,516.   8,989 people have recovered and been discharged from various hospitals in the State.   Total recoveries have increased to 5,08,495. ",1
4868,#COVID19 is not to be trifled with...  ,0
4869,"So let me get this straight.  Because of #COVID19 we have a coin shortage, an aluminum can shortage, and now a Hot Pockets shortage?   When will it end?",1
4870,Regal Cinemas Closing All U.S. Theaters After No Time to Die Delay #COVID19  ,0
4871,Its official: last Saturdays introduction of Amy Cohen Barrett as @realDonaldTrumps SCOTUS nominee was a bona fide super-spreader event. #covid19 #contacttracing ,0
4872,Mannnnnn....I hope he's not sick too. He's been coughing a lot. I may not care for him politically but I would hate to see him sick. Praying for Trump and Biden. #COVID19 #Trump #Biden ,0
4873,"Yess the words that I have been looking for  ... Read this guys, especially the political guys #sabah2020 #SabahMemilih #COVID19 ",0
4874,Opeara on the street #barcelona #bcn #opera #COVID19 ,0
4875,Lily reminding me it's time to walk by bringing my mask to the door. How times have changed! #MaskUp #COVID19 #Alsovote #VOTE ,1
4876,If the @gop wont protect themselves from #COVID19 they certainly wont protect the rest of us ,0
4877,Anyone else waiting for Olivia Pope to come out and tell us that B-613 is behind 2020?   No? Just me? Okay.   #COVID19 #TrumpHasCovid #MurderHornets #Hurricanes #earthquakes #Election2020 #Scandal,0
4878,"Riddle me this, Batman... Why does #POTUS look better and seem more energetic with #COVID19 than @JoeBiden without it? ",1
4879,Need to watch this! #CovidCaughtTrump #COVID19 #WearAMask #VoteEarly #VOTE #VoteReady #VoteBlue2020 #pandemic #COVID #coronavirus #TrumpLied200KDied #TrumpIsNotWell #TrumpVirus ,0
4880,"If @Potus can test positive and he's the most protected individual, then we all need to take this very serious and not let our guard down. Mask up and social distancing is what we need to do. #COVID19",0
4881,@marklevinshow @realDonaldTrump brought up the issue of #COVID19 during his State of the Union in Jan while#Pelosi was too busy ripping up his speech for show,0
4882,@doctorjenn @choo_ek Am I the only one boggling at the video of a #COVID19-positive POTUS disembarking MarineOne where everyone - even the pilot - is protected only by face coverings? Not even N95s! Even 3rd world countries do better,1
4883,@MaggieJordanACN @FareedZakaria Vote for commonsense and science. Vote for honesty. Vote to heal the nation. God speed Joe. @realDonaldTrump @JoeBiden #COVID19 #Election2020,0
4884,"@JasonMillerinDC One take, from the heart, Trump is hospitalized with #COVID19. The #ProudBoys showed up with other mask less supporters at Walter Reed.  Biden went to church and is campaigning because he takes the pandemic seriously. #Biden2020  Over to you, #DeadBeatDad #JasonMiller! ",0
4885,"Get your phones ready... we are approaching ""Republican news release hours"" of 10pm to midnight EDT. Who will be next to announce their #SuperSpreaderEvent infection? #COVID19",1
4886,And I heard a report that the nominee had #COVID19 before... true? ,1
4887,#WearAMask to avoid spreading #Covid19 ,0
4888,"""Testing does not replace safety measures including consistent mask use, physical distancing, and hand washing,""  Dr. Tom Frieden . #maskcapecod #MaskUpMA #ProtectAmericaWearAMask #covid19 #coronavirus  . ",0
4889,Now this is some ignorant ass mess. All Trump and his team had to was wear masks and social distance. Instead they held events and now people are acting shocked that he &amp; people around him got infected? #COVIDIOTS #COVID19 ,0
4890,Brilliant shade without saying a word. *chefs kiss* @harrisonjaime   #COVID19 ,1
4891,"@Trugame2 @mayread3 @realTuckFrumper they should just trash it, start another kind of party. #VoteEarly #BidenHarris2020 #COVID19 #VetsForBiden #TrumpLies #RIPRBG #Democracy #ClimateChangeIsReal #TrumpIsARacist",0
4892,Does @MyPillowUSA outfit caskets? Asking for a friend. #COVID19 #TrumpVirus #GetWellSoon,0
4893,@Drestradamus We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
4894,"Funny thing is with @realDonaldTrump fighting #COVID19 no one hears about the other guy anymore. He's probably in his basement, or on a train to somewhere he can't remember.",0
4895,My favorite thing about @realDonaldTrump having #covid19 are all the articles and news stories calling him obese and old. ,0
4896,"@glennkirschner2 They just deported them, using #COVID19 as an excuse to defy anti-trafficking act. ",0
4897,Economy is down. No proper treatment for #Covid19 Many went jobless Business loss. No money with govt . All PSU getting sold   But this man busy with chamaks. ,1
4898,Whaaat???  No hydroxy chloroquine???? Now maybe people who need it can get it #covid19 #wearamask #hydroxychloroquine #besafe ,0
4899,"One of my favorite doctors. @DrLeanaWen is always so measured and yet direct. Thank you, Dr Wen. #Covid19 #DonaldTrump #TrumpCovid ",0
4900,These are among the folks who committed early to caring for and about our fellow women and men.  May we all continue to fight #COVID19   #together ,0
4901,Enjoy Yourself - Wingless Angels           #COVID19   #TrumpVirus,0
4902,Butterfly #covid19 #COVID19Vic #melbournelockdown ,0
4903,"#MSM inaccurately misreporting #COVID19 cases on Sat.4Oct  as 12,872 (13,000) without taking into account the data backs date to Sep 24th?  Is #UK #Media #scaremongering to force a national lockdown? (or) is it that their researchers don't know how to interpret data  ",0
4904,"We can't let Trump and McConnell ignore the needs of working Americans. We need #COVID19 relief NOW. Write to your Senator and tell them: Pass the #HEROESAct and get states, localities, schools, and families the resources they need.  via @AFTUnion",0
4905,At this point @realDonaldTrump is just seeing how much damage he can do before he finally dies.   Somebody do their job.  #CovidiotInChief #COVID19 #CartoonVillain,1
4906,The weekly update for #covid19 numbers in Arizona. ,0
4907,This doctor on AC said it's likely we will see 2900 #COVID19 deaths a day. People need to wear masks!,0
4908,BMW M8 Coupe and Convertible Won't be Coming to US for 2021 due to Covid-19 -  #BMWM8Convertible #BMWM8Coupe #COVID19 #Sales ,0
4909,"A #Thread on #COVID19, #TrumpHasCovid, and questions from #MSM about putting POTUS ""on oxygen.""  (1) ""[A] growing number of doctors have said that COVID-19 patients appear to fade rapidly when they are put on ventilators and tubes are placed down their windpipes.""",1
4910,@NBCNews How many days did #BorisJohnson have #COVID19 before he had to go to Emergency ?,1
4911,Do not undeestimate #COVID19 #CovidCaughtTrump ,1
4912,Important current advice for Torontonains on how we can limit spread of #COVID19. #topoli ,0
4913,@DrMStiegler @AmerAcadPeds @BerkowitzIvor @johnlantos Also my op-ed early in the pandemic advocating to temporarily cancel surgeries to prep for #COVID19 surge. ,1
4914,@Breadchick @KamalaHarris  It was ingenious &amp; I also hope it sets a trend..#COVID19 is not to be messed with...it doesn't care who you are..,0
4915,"#COVID19 contact tracing looks at who you've been around 15 min or more/ 6ft or less,especially without a mask  That's NOT walking by a person in a supermarket..it's who you live w/,who you work nxt to, who you eat with...BUT that doesn't mean you shouldn't #MaskUp in public",1
4916,"The total number of confirmed #COVID19 positive cases in #Africa reached 1,497,391 as of Saturday, the Africa Centers for Disease Control and Prevention (Africa CDC) said. ",0
4917,Soni Sori Tested Positive for Coronavirus  But NIA Made Her Travel for Questioning Anyway  via @thewire_in   #Covid19 #india #NIA #AdivasiLivesMatter,1
4918,"  well speaking mean nothing, well policy will be right   #business #technology #leadership # #movitation #China #Europe #personaldevelopment #networking #advertising #jobseeking #sales #covid19 ",1
4919,Heres an important one to consider. (Hint: Gaetz doesnt state his conclusion explicitly.) #coronavirus #COVID19 #ch1 #app1  ,0
4920,@SenRonJohnson May your prayers be answered as quickly as your constituent phone calls. #COVID19 #Wisconson,0
4921,"Trump falls ill supposed #COVID19 he is given these trial meds, oh miraculously he makes a huge recovery.... lets feed this shit to the masses. How gullible don you think we are @realDonaldTrump #FakeNews #fullofshit #bollox #bullshit be accountable for all your shit you FRAUD",0
4922,@LindseyGrahamSC No. You belong in quarantine you #SuperSpreader. You will lose #LadyG #WearADamnMask #RoseGardenMassacre #GOPCorruption #COVID19 ,1
4923,"@MakeSpace8 how then to save all those who keep dying from the #covid management, there is a report of three children having died in Germany with is a possible connection to #mask wearing, we know about the rise of #suicides and all those who have been denied treatment in #hospitals #COVID19",0
4924,.@AskPapaJohns @PapaJohns  for two weeks I've been awaiting a response to your restaurant not following mask requirements for employees. No one seems to care. This calls food safety into question. And your lack of response to 3 inquires over 2 weeks is damning. #pizza #COVID19,1
